Cluster File,GO Term,GO ID,P-Value
6,rRNA processing in the nucleus and cytosol,REAC:R-MMU-8868773,0.049924978
6,Metabolism of RNA,REAC:R-MMU-8953854,0.049924978
6,Nonsense-Mediated Decay (NMD),REAC:R-MMU-927802,0.049924978
6,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),REAC:R-MMU-975956,0.049924978
6,Eukaryotic Translation Initiation,REAC:R-MMU-72613,0.049924978
6,Cytoplasmic ribosomal proteins,WP:WP163,0.000881018
7,positive regulation of stress fiber assembly,GO:0051496,0.049880287
7,positive regulation of cytoskeleton organization,GO:0051495,0.049880287
7,actin filament capping,GO:0051693,0.049880287
7,regulation of systemic arterial blood pressure by norepinephrine-epinephrine,GO:0001993,0.049880287
7,striated muscle cell development,GO:0055002,0.049880287
7,cardiac muscle tissue morphogenesis,GO:0055008,0.049880287
7,regulation of stress fiber assembly,GO:0051492,0.049880287
7,muscle cell development,GO:0055001,0.049880287
7,protein depolymerization,GO:0051261,0.049880287
7,positive regulation of heart contraction,GO:0045823,0.049880287
7,actin filament bundle assembly,GO:0051017,0.049880287
7,cardiac muscle tissue development,GO:0048738,0.049880287
7,negative regulation of smooth muscle cell proliferation,GO:0048662,0.049880287
7,regulation of smooth muscle cell proliferation,GO:0048660,0.049880287
7,smooth muscle cell proliferation,GO:0048659,0.049880287
7,muscle organ morphogenesis,GO:0048644,0.049880287
7,ventricular cardiac muscle tissue morphogenesis,GO:0055010,0.049880287
7,sarcomere organization,GO:0045214,0.049880287
7,striated muscle cell differentiation,GO:0051146,0.049880287
7,heart contraction,GO:0060047,0.049880287
7,regulation of actin filament organization,GO:0110053,0.049880287
7,muscle tissue morphogenesis,GO:0060415,0.049880287
7,negative regulation of cell motility,GO:2000146,0.049880287
7,vascular associated smooth muscle cell proliferation,GO:1990874,0.049880287
7,negative regulation of vascular associated smooth muscle cell migration,GO:1904753,0.049880287
7,regulation of vascular associated smooth muscle cell migration,GO:1904752,0.049880287
7,vascular associated smooth muscle cell migration,GO:1904738,0.049880287
7,negative regulation of vascular associated smooth muscle cell proliferation,GO:1904706,0.049880287
7,regulation of vascular associated smooth muscle cell proliferation,GO:1904705,0.049880287
7,positive regulation of blood circulation,GO:1903524,0.049880287
7,cardiac muscle contraction,GO:0060048,0.049880287
7,regulation of blood circulation,GO:1903522,0.049880287
7,negative regulation of protein depolymerization,GO:1901880,0.049880287
7,regulation of protein depolymerization,GO:1901879,0.049880287
7,regulation of system process,GO:0044057,0.049880287
7,regulation of actomyosin structure organization,GO:0110020,0.049880287
7,regulation of anatomical structure size,GO:0090066,0.049880287
7,actin-mediated cell contraction,GO:0070252,0.049880287
7,actin filament bundle organization,GO:0061572,0.049880287
7,muscle structure development,GO:0061061,0.049880287
7,positive regulation of supramolecular fiber organization,GO:1902905,0.049880287
7,regulation of protein-containing complex disassembly,GO:0043244,0.049880287
7,positive regulation of blood pressure,GO:0045777,0.049880287
7,stress fiber assembly,GO:0043149,0.049880287
7,negative regulation of protein-containing complex disassembly,GO:0043242,0.049880287
7,cellular component assembly involved in morphogenesis,GO:0010927,0.049880287
7,positive regulation of heart rate,GO:0010460,0.049880287
7,response to wounding,GO:0009611,0.049880287
7,regulation of cell shape,GO:0008360,0.049880287
7,regulation of blood pressure,GO:0008217,0.049880287
7,actin polymerization or depolymerization,GO:0008154,0.049880287
7,regulation of actin polymerization or depolymerization,GO:0008064,0.049880287
7,regulation of heart contraction,GO:0008016,0.049880287
7,blood circulation,GO:0008015,0.049880287
7,muscle organ development,GO:0007517,0.049880287
7,actin filament organization,GO:0007015,0.049880287
7,striated muscle contraction,GO:0006941,0.049880287
7,positive regulation of blood pressure by epinephrine-norepinephrine,GO:0003321,0.049880287
7,ventricular cardiac muscle tissue development,GO:0003229,0.049880287
7,cardiac ventricle morphogenesis,GO:0003208,0.049880287
7,cardiac chamber morphogenesis,GO:0003206,0.049880287
7,regulation of systemic arterial blood pressure,GO:0003073,0.049880287
7,regulation of heart rate by chemical signal,GO:0003062,0.049880287
7,regulation of systemic arterial blood pressure mediated by a chemical signal,GO:0003044,0.049880287
7,heart process,GO:0003015,0.049880287
7,circulatory system process,GO:0003013,0.049880287
7,heart morphogenesis,GO:0003007,0.049880287
7,regulation of heart rate,GO:0002027,0.049880287
7,positive regulation of heart rate by epinephrine-norepinephrine,GO:0001996,0.049880287
7,muscle cell migration,GO:0014812,0.049880287
7,smooth muscle cell migration,GO:0014909,0.049880287
7,striated muscle tissue development,GO:0014706,0.049880287
7,negative regulation of smooth muscle cell migration,GO:0014912,0.049880287
7,muscle cell differentiation,GO:0042692,0.049880287
7,wound healing,GO:0042060,0.049880287
7,negative regulation of locomotion,GO:0040013,0.049880287
7,actin-myosin filament sliding,GO:0033275,0.049880287
7,muscle cell proliferation,GO:0033002,0.049880287
7,protein-containing complex disassembly,GO:0032984,0.049880287
7,regulation of actin filament-based process,GO:0032970,0.049880287
7,regulation of actin cytoskeleton organization,GO:0032956,0.049880287
7,regulation of smooth muscle cell migration,GO:0014910,0.049880287
7,positive regulation of actin filament bundle assembly,GO:0032233,0.049880287
7,regulation of actin filament bundle assembly,GO:0032231,0.049880287
7,ruffle organization,GO:0031529,0.049880287
7,regulation of cellular component size,GO:0032535,0.049880287
7,negative regulation of actin filament polymerization,GO:0030837,0.049880287
7,contractile actin filament bundle assembly,GO:0030038,0.049880287
7,actin filament polymerization,GO:0030041,0.049880287
7,actomyosin structure organization,GO:0031032,0.049880287
7,actin filament depolymerization,GO:0030042,0.049880287
7,muscle filament sliding,GO:0030049,0.049880287
7,actin filament-based movement,GO:0030048,0.049880287
7,negative regulation of cell migration,GO:0030336,0.049880287
7,regulation of actin filament length,GO:0030832,0.049880287
7,regulation of actin filament polymerization,GO:0030833,0.049880287
7,regulation of actin filament depolymerization,GO:0030834,0.049880287
7,negative regulation of actin filament depolymerization,GO:0030835,0.049880287
7,myofibril assembly,GO:0030239,0.049880287
7,actin filament,GO:0005884,0.04984051
7,stress fiber,GO:0001725,0.04984051
7,ruffle,GO:0001726,0.04984051
7,striated muscle thin filament,GO:0005865,0.04984051
7,actin cytoskeleton,GO:0015629,0.04984051
7,cell projection membrane,GO:0031253,0.04984051
7,bleb,GO:0032059,0.04984051
7,leading edge membrane,GO:0031256,0.04984051
7,ruffle membrane,GO:0032587,0.04984051
7,myofilament,GO:0036379,0.04984051
7,actomyosin,GO:0042641,0.04984051
7,contractile actin filament bundle,GO:0097517,0.04984051
7,plasma membrane region,GO:0098590,0.04984051
7,actin filament bundle,GO:0032432,0.04984051
7,actin filament binding,GO:0051015,0.049915144
7,actin binding,GO:0003779,0.049915144
7,structural constituent of cytoskeleton,GO:0005200,0.049915144
7,protein heterodimerization activity,GO:0046982,0.049915144
7,disordered domain specific binding,GO:0097718,0.049915144
7,Muscle contraction,REAC:R-MMU-397014,0.049935084
7,Striated Muscle Contraction,REAC:R-MMU-390522,0.049935084
7,Smooth Muscle Contraction,REAC:R-MMU-445355,0.049935084
