cluster file,GO Term,GO ID,P-Value
8,glycine metabolic process,GO:0006544,0.049682035
8,threonine metabolic process,GO:0006566,0.049682035
8,aspartate family amino acid metabolic process,GO:0009066,0.049682035
8,serine family amino acid metabolic process,GO:0009069,0.049682035
8,serine family amino acid biosynthetic process,GO:0009070,0.049682035
8,gamma-aminobutyric acid metabolic process,GO:0009448,0.049682035
8,taurine metabolic process,GO:0019530,0.049682035
8,alkanesulfonate metabolic process,GO:0019694,0.049682035
8,NAD binding,GO:0051287,0.049682035
8,Radial deviation of the hand or of fingers of the hand,HP:0009485,0.049915144
8,Limb undergrowth,HP:0009826,0.049915144
8,Spinal dysraphism,HP:0010301,0.049915144
8,Abnormality of the female genitalia,HP:0010460,0.049915144
8,Abnormal circulating serine family amino acid concentration,HP:0010894,0.049915144
8,Atonic seizure,HP:0010819,0.049915144
8,Abnormality of the umbilical cord,HP:0010881,0.049915144
8,Joint contracture of the hand,HP:0009473,0.049915144
8,Aplasia/Hypoplasia of the testes,HP:0010468,0.049915144
8,Radial deviation of finger,HP:0009466,0.049915144
8,Abnormality of the calcaneus,HP:0008364,0.049915144
8,Decreased testicular size,HP:0008734,0.049915144
8,Renal hypoplasia/aplasia,HP:0008678,0.049915144
8,Abnormal talus morphology,HP:0008365,0.049915144
8,Abnormal circulating glycine concentration,HP:0010895,0.049915144
8,Deformed tarsal bones,HP:0008119,0.049915144
8,Generalized ichthyosis,HP:0007503,0.049915144
8,Generalized edema,HP:0007430,0.049915144
8,Abnormal choroid plexus morphology,HP:0007376,0.049915144
8,Developmental stagnation,HP:0007281,0.049915144
8,Cerebral dysmyelination,HP:0007266,0.049915144
8,Abnormal adipose tissue morphology,HP:0009124,0.049915144
8,Anemia of inadequate production,HP:0010972,0.049915144
8,Primary microcephaly,HP:0011451,0.049915144
8,EEG with generalized epileptiform discharges,HP:0011198,0.049915144
8,Cleft lip,HP:0410030,0.049915144
8,Sparse or absent eyelashes,HP:0200102,0.049915144
8,Long fingers,HP:0100807,0.049915144
8,Abnormal placenta morphology,HP:0100767,0.049915144
8,Esophagitis,HP:0100633,0.049915144
8,Upper-limb joint contracture,HP:0100360,0.049915144
8,Abnormality of the testis size,HP:0045058,0.049915144
8,Neural tube defect,HP:0045005,0.049915144
8,Open neural tube defect,HP:0034237,0.049915144
8,Non-motor seizure,HP:0033259,0.049915144
8,Focal non-motor seizure,HP:0032679,0.049915144
8,Heterotropia,HP:0032012,0.049915144
8,Swollen lip,HP:0031244,0.049915144
8,Abnormal uterus morphology,HP:0031105,0.049915144
8,Inappropriate crying,HP:0030215,0.049915144
8,Interictal EEG abnormality,HP:0025373,0.049915144
8,Esodeviation,HP:0020045,0.049915144
8,Abnormal placental size,HP:0012767,0.049915144
8,Delayed myelination,HP:0012448,0.049915144
8,Cerebral hypoplasia,HP:0006872,0.049915144
8,Aplasia/Hypoplasia of the eyelid,HP:0011226,0.049915144
8,Interictal epileptiform activity,HP:0011182,0.049915144
8,Cerebral hypomyelination,HP:0006808,0.049915144
8,Stillbirth,HP:0003826,0.049915144
8,Small placenta,HP:0006266,0.049915144
8,Transposition of the great arteries,HP:0001669,0.049915144
8,Abnormal umbilicus morphology,HP:0001551,0.049915144
8,Umbilical hernia,HP:0001537,0.049915144
8,Lissencephaly,HP:0001339,0.049915144
8,Short umbilical cord,HP:0001196,0.049915144
8,Abnormalities of placenta or umbilical cord,HP:0001194,0.049915144
8,Pterygium,HP:0001059,0.049915144
8,Abnormality of subcutaneous fat tissue,HP:0001001,0.049915144
8,Abnormal internal genitalia,HP:0000812,0.049915144
8,Inappropriate behavior,HP:0000719,0.049915144
8,Esotropia,HP:0000565,0.049915144
8,Absent eyelashes,HP:0000561,0.049915144
8,Broad neck,HP:0000475,0.049915144
8,Depressed nasal ridge,HP:0000457,0.049915144
8,Macrotia,HP:0000400,0.049915144
8,Sloping forehead,HP:0000340,0.049915144
8,Cleft upper lip,HP:0000204,0.049915144
8,Abnormality of the uterus,HP:0000130,0.049915144
8,Renal agenesis,HP:0000104,0.049915144
8,Hypoplastic male external genitalia,HP:0000050,0.049915144
8,Abnormal morphology of female internal genitalia,HP:0000008,0.049915144
8,Rocker bottom foot,HP:0001838,0.049915144
8,Calcaneovalgus deformity,HP:0001848,0.049915144
8,Abnormality of the tarsal bones,HP:0001850,0.049915144
8,Thrombocytopenia,HP:0001873,0.049915144
8,Finger syndactyly,HP:0006101,0.049915144
8,Gastrointestinal inflammation,HP:0004386,0.049915144
8,Abnormal neural tube morphology,HP:0410043,0.049915144
8,Neonatal death,HP:0003811,0.049915144
8,CNS hypomyelination,HP:0003429,0.049915144
8,External genital hypoplasia,HP:0003241,0.049915144
8,Limb joint contracture,HP:0003121,0.049915144
8,Micromelia,HP:0002983,0.049915144
8,Absent facial hair,HP:0002550,0.049915144
8,Hypsarrhythmia,HP:0002521,0.049915144
8,Aplasia/Hypoplasia of the lungs,HP:0006703,0.049915144
8,Spina bifida,HP:0002414,0.049915144
8,Athetosis,HP:0002305,0.049915144
8,Absent hair,HP:0002298,0.049915144
8,Choroid plexus cyst,HP:0002190,0.049915144
8,Generalized non-motor (absence) seizure,HP:0002121,0.049915144
8,Pulmonary hypoplasia,HP:0002089,0.049915144
8,Hypoplasia of the corpus callosum,HP:0002079,0.049915144
8,Abnormal esophagus morphology,HP:0002031,0.049915144
8,Fetal akinesia sequence,HP:0001989,0.049915144
8,Macrocytic anemia,HP:0001972,0.049915144
8,Megaloblastic anemia,HP:0001889,0.049915144
8,Anencephaly,HP:0002323,0.049915144
8,Abnormal lung development,HP:4000059,0.049915144
