Cluster File,GO Term,GO ID,P-Value
7,GTP hydrolysis and joining of the 60S ribosomal subunit,REAC:R-MMU-72706,1.35696E-05
7,Cap-dependent Translation Initiation,REAC:R-MMU-72737,1.35696E-05
7,Translation,REAC:R-MMU-72766,1.35696E-05
7,Formation of a pool of free 40S subunits,REAC:R-MMU-72689,1.35696E-05
7,rRNA processing,REAC:R-MMU-72312,2.15188E-05
7,Major pathway of rRNA processing in the nucleolus and cytosol,REAC:R-MMU-6791226,2.15188E-05
7,rRNA processing in the nucleus and cytosol,REAC:R-MMU-8868773,2.15188E-05
7,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),REAC:R-MMU-975957,2.15188E-05
7,Nonsense-Mediated Decay (NMD),REAC:R-MMU-927802,2.15188E-05
7,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),REAC:R-MMU-975956,2.15188E-05
7,SRP-dependent cotranslational protein targeting to membrane,REAC:R-MMU-1799339,2.15188E-05
7,Metabolism of proteins,REAC:R-MMU-392499,0.000377956
7,Cytoplasmic ribosomal proteins,WP:WP163,3.51012E-05
8,Abnormality of blood circulation,HP:0011028,0.049915144
8,High myopia,HP:0011003,0.049915144
8,Sleep apnea,HP:0010535,0.049915144
8,Aplasia/Hypoplasia affecting the anterior segment of the eye,HP:0008062,0.049915144
8,Aplasia/Hypoplasia of the retina,HP:0008061,0.049915144
8,Aplasia/Hypoplasia of the macula,HP:0008059,0.049915144
8,Aplasia/Hypoplasia affecting the fundus,HP:0008057,0.049915144
8,Aplasia/Hypoplasia affecting the uvea,HP:0008055,0.049915144
8,Aplasia/Hypoplasia of the iris,HP:0008053,0.049915144
8,Abnormal retinal vascular morphology,HP:0008046,0.049915144
8,Abnormality of lower limb joint,HP:0100491,0.049915144
8,Hypopigmentation of the fundus,HP:0007894,0.049915144
8,Abnormal pupillary light reflex,HP:0007695,0.049915144
8,Abnormal pupillary function,HP:0007686,0.049915144
8,Hypoplasia of the iris,HP:0007676,0.049915144
8,Limited wrist extension,HP:0006251,0.049915144
8,Limited wrist movement,HP:0006248,0.049915144
8,Positional foot deformity,HP:0005656,0.049915144
8,Secondary microcephaly,HP:0005484,0.049915144
8,Impaired mastication,HP:0005216,0.049915144
8,Elevated pulmonary artery pressure,HP:0004890,0.049915144
8,Internal hemorrhage,HP:0011029,0.049915144
8,Limited extraocular movements,HP:0007941,0.049915144
8,Abnormal renal cortex morphology,HP:0011035,0.049915144
8,Hyperechogenic kidneys,HP:0004719,0.049915144
8,Muscle fiber atrophy,HP:0100295,0.049915144
8,EMG: impaired neuromuscular transmission,HP:0100285,0.049915144
8,Pre-capillary pulmonary hypertension,HP:0033578,0.049915144
8,Tube feeding,HP:0033454,0.049915144
8,Abnormal renal echogenicity,HP:0033130,0.049915144
8,Persistent head lag,HP:0032988,0.049915144
8,Fundus hemorrhage,HP:0031803,0.049915144
8,Abnormality of fundus pigmentation,HP:0031605,0.049915144
8,Abnormal renal corpuscle morphology,HP:0031263,0.049915144
8,Abnormality of pulmonary circulation,HP:0030875,0.049915144
8,Hand muscle weakness,HP:0030237,0.049915144
8,Slow pupillary light response,HP:0030211,0.049915144
8,Unfavorable response of muscle weakness to acetylcholine esterase inhibitors,HP:0030203,0.049915144
8,Response to drugs acting on neuromuscular transmission,HP:0030201,0.049915144
8,Abnormal vascular physiology,HP:0030163,0.049915144
8,Microcoria,HP:0025492,0.049915144
8,Abnormal cry,HP:0025429,0.049915144
8,Uveal ectropion,HP:0025358,0.049915144
8,Retinal vascular tortuosity,HP:0012841,0.049915144
8,Chronic kidney disease,HP:0012622,0.049915144
8,Abnormal nephron morphology,HP:0012575,0.049915144
8,Abnormality of lens shape,HP:0011526,0.049915144
8,Hemorrhage of the eye,HP:0011885,0.049915144
8,Renal insufficiency,HP:0000083,0.049915144
8,Stage 5 chronic kidney disease,HP:0003774,0.049915144
8,Bilateral ptosis,HP:0001488,0.049915144
8,Abnormality of the shoulder girdle musculature,HP:0001435,0.049915144
8,Abnormality of the musculature of the hand,HP:0001421,0.049915144
8,Limitation of joint mobility,HP:0001376,0.049915144
8,Lenticonus,HP:0001142,0.049915144
8,Macular hypoplasia,HP:0001104,0.049915144
8,Abnormal macular morphology,HP:0001103,0.049915144
8,Abnormal scapula morphology,HP:0000782,0.049915144
8,Blindness,HP:0000618,0.049915144
8,Abnormal pupil morphology,HP:0000615,0.049915144
8,Oligohydramnios,HP:0001562,0.049915144
8,Retinal hemorrhage,HP:0000573,0.049915144
8,Retinal detachment,HP:0000541,0.049915144
8,Abnormality iris morphology,HP:0000525,0.049915144
8,Neck muscle weakness,HP:0000467,0.049915144
8,Abnormality of the chin,HP:0000306,0.049915144
8,Mandibular prognathia,HP:0000303,0.049915144
8,Progressive microcephaly,HP:0000253,0.049915144
8,Triangular mouth,HP:0000207,0.049915144
8,Nephrotic syndrome,HP:0000100,0.049915144
8,Abnormal renal glomerulus morphology,HP:0000095,0.049915144
8,Proteinuria,HP:0000093,0.049915144
8,Rieger anomaly,HP:0000558,0.049915144
8,Weak cry,HP:0001612,0.049915144
8,Right ventricular hypertrophy,HP:0001667,0.049915144
8,Abnormal right ventricle morphology,HP:0001707,0.049915144
8,Scapular winging,HP:0003691,0.049915144
8,Type 2 muscle fiber atrophy,HP:0003554,0.049915144
8,Decreased size of nerve terminals,HP:0003443,0.049915144
8,Prolonged miniature endplate currents,HP:0003436,0.049915144
8,EMG: decremental response of compound muscle action potential to repetitive nerve stimulation,HP:0003403,0.049915144
8,Axial muscle weakness,HP:0003327,0.049915144
8,Hypoproteinemia,HP:0003075,0.049915144
8,Abnormality of the wrist,HP:0003019,0.049915144
8,Exertional dyspnea,HP:0002875,0.049915144
8,Abnormality of the knee,HP:0002815,0.049915144
8,Hypoventilation,HP:0002791,0.049915144
8,Recurrent lower respiratory tract infections,HP:0002783,0.049915144
8,Waddling gait,HP:0002515,0.049915144
8,Poor head control,HP:0002421,0.049915144
8,Frequent falls,HP:0002359,0.049915144
8,Apnea,HP:0002104,0.049915144
8,Respiratory distress,HP:0002098,0.049915144
8,Pulmonary arterial hypertension,HP:0002092,0.049915144
8,Diffuse mesangial sclerosis,HP:0001967,0.049915144
8,Abnormal glomerular mesangium morphology,HP:0001966,0.049915144
8,Talipes,HP:0001883,0.049915144
8,Talipes equinovarus,HP:0001762,0.049915144
8,Ventricular hypertrophy,HP:0001714,0.049915144
8,Death in childhood,HP:0003819,0.049915144
8,Abnormal vitreous humor morphology,HP:0004327,0.049915144
8,mmu-miR-300-3p,MIRNA:mmu-miR-300-3p,0.049875312
8,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,REAC:R-MMU-198933,0.04982561
8,Alpha 6 beta 4 integrin signaling pathway,WP:WP488,0.049875312
8,Inflammatory response pathway,WP:WP458,0.049875312
8,Primary focal segmental glomerulosclerosis (FSGS),WP:WP2573,0.049875312
